gene,p_value,slope,p_value_adj,condition,comparison,dataset,cell_type,meta_p,meta_p_adj,neg_log10_adj_pval,trend
CUX1,1.0494711691224683e-07,0.19020222716863108,3.2699312216868485e-07,healthy,aging,onek1k,MONO,1.51390794882609e-25,1.9483337080544402e-24,23.710336655694366,Increase in aging
CXXC5,0.02759524499236855,0.07939398636131154,0.03432013662916425,healthy,aging,onek1k,MONO,6.05836773906946e-05,6.69133153270359e-05,4.174487451774021,Inconsistent
DBP,4.04261081766909e-08,0.1962021470544987,1.6391956192192477e-07,healthy,aging,onek1k,MONO,1.6691550944607301e-21,4.8917812669344105e-21,20.310532970418905,Increase in aging
DDIT3,0.0002299133294189621,0.1323801194106489,0.0003472160485102693,healthy,aging,onek1k,MONO,1.59279411335142e-08,2.39323379468031e-08,7.621014873145907,Inconsistent
DNMT1,4.509236287688906e-08,0.1955246218221863,1.7796452548745546e-07,healthy,aging,onek1k,MONO,1.28893601546139e-18,2.9124050425692597e-18,17.535748225677676,Inconsistent
DR1,1.3945561034957615e-07,0.1883767030144181,4.07231836425965e-07,healthy,aging,onek1k,MONO,5.21150873209978e-24,2.96655112442603e-23,22.52774816279432,Increase in aging
DRAP1,1.8854575390685123e-09,0.21431869692832767,1.9931979698724274e-08,healthy,aging,onek1k,MONO,1.94690092600733e-27,5.76282674098171e-26,25.239364437258256,Increase in aging
E2F1,5.7334529826123855e-06,0.1626403014228364,1.123908664141236e-05,healthy,aging,onek1k,MONO,5.92815770391414e-21,1.6399389536061502e-20,19.78517231817513,Increase in aging
E2F4,5.185888508044302e-08,0.19465394050623913,1.8950901214581648e-07,healthy,aging,onek1k,MONO,3.6023204588015304e-24,2.13257371161051e-23,22.671095948675124,Increase in aging
EEA1,7.553223519115376e-09,0.20632040757499384,4.756923748208833e-08,healthy,aging,onek1k,MONO,6.78833434514638e-24,3.65335812029696e-23,22.4373077540006,Increase in aging
EGR1,0.08288562408652167,0.06253603379852214,0.09546359816969033,healthy,aging,onek1k,MONO,1.63920377065202e-07,2.03409057680326e-07,6.69162971211632,Inconsistent
EGR2,0.03610295766662922,0.07554094777009461,0.044158989542653924,healthy,aging,onek1k,MONO,1.39442117179652e-07,1.76388319167423e-07,6.753530178212695,Inconsistent
EGR3,0.0019052076195353609,0.11171399599729766,0.0026982844755141953,healthy,aging,onek1k,MONO,3.91549647445724e-08,5.41582689924926e-08,7.266335225028644,Inconsistent
ELF1,6.342337848915082e-10,0.2203856357833894,9.359596068630606e-09,healthy,aging,onek1k,MONO,3.0281009503600297e-12,5.5328264278183295e-12,11.257052953972204,Inconsistent
ELF2,1.9188917258214186e-07,0.1863056485958584,5.409447150887047e-07,healthy,aging,onek1k,MONO,7.94586486695057e-17,1.65632112719533e-16,15.780855458463915,Inconsistent
ELF4,4.185076583723518e-06,0.16497397607434855,8.427092984912663e-06,healthy,aging,onek1k,MONO,2.37075614657132e-20,6.2655698159385e-20,19.203039426399346,Increase in aging
ELK1,2.2410802457350134e-14,0.27047580792182413,6.633597527375639e-12,healthy,aging,onek1k,MONO,5.02974698690914e-31,1.48880510812511e-28,27.82716214980022,Increase in aging
ESRRA,4.633077931453279e-08,0.1953562067546409,1.804461931197593e-07,healthy,aging,onek1k,MONO,3.40764851188205e-24,2.05849787656548e-23,22.686449576660845,Increase in aging
ETS1,0.16046083427213603,0.0506292817711698,0.17788916458633808,healthy,aging,onek1k,MONO,0.0119568425463458,0.012038181611287,1.9194391090769505,Inconsistent
ETS2,3.3589046625720165e-06,0.16658529719128226,6.952697763086132e-06,healthy,aging,onek1k,MONO,1.75879623914941e-11,3.0444660046095004e-11,10.516488871040542,Inconsistent
ETV3,0.05539260653875528,0.0690698048652461,0.06584823909827937,healthy,aging,onek1k,MONO,2.25079136901918e-06,2.59235114875361e-06,5.586306171151397,Inconsistent
ETV6,0.08190881214250885,0.06273518451729858,0.09470706403977586,healthy,aging,onek1k,MONO,1.19549577442309e-09,1.9336980832198603e-09,8.713611333266103,Inconsistent
ETV7,3.1889984372792554e-05,0.14930076586596222,5.36331555360602e-05,healthy,aging,onek1k,MONO,0.000143949337712,0.0001538681664102,3.8128512215098134,Increase in aging
FAM200B,0.34282933087716505,0.03423039205739179,0.3703557735023389,healthy,aging,onek1k,MONO,9.3009333559647e-07,1.08817244006544e-06,5.963302277583827,Inconsistent
FLI1,7.12039508567766e-06,0.16101509799294286,1.3775404871637826e-05,healthy,aging,onek1k,MONO,1.43382290454296e-18,3.21523924049028e-18,17.492786706422763,Increase in aging
FOS,0.05917109332554525,0.06803160241857296,0.06977945667076252,healthy,aging,onek1k,MONO,2.67046069915775e-07,3.23957527438808e-07,6.489511924386176,Inconsistent
FOSB,0.046307298588950475,0.07183157008420403,0.05571935114768025,healthy,aging,onek1k,MONO,5.52453724859808e-08,7.46695445472618e-08,7.12685649767689,Inconsistent
FOSL1,0.019652345430704144,0.08406032341234919,0.02507368210124322,healthy,aging,onek1k,MONO,7.44807291838292e-08,9.79835370596153e-08,7.00884688721336,Inconsistent
FOSL2,0.005372051500261924,0.10023250811950629,0.007361700204062637,healthy,aging,onek1k,MONO,2.64855184135013e-07,3.2262195269121e-07,6.491306084534529,Inconsistent
FOXJ3,4.9545623422754515e-05,0.14568732863459868,8.14750251840852e-05,healthy,aging,onek1k,MONO,2.95211641465866e-14,5.74885828117738e-14,13.240418397296148,Inconsistent
FOXN2,0.04796628215686272,0.07129528686935377,0.057481860398507556,healthy,aging,onek1k,MONO,3.79329053349251e-07,4.52747579803945e-07,6.344143862561339,Inconsistent
FOXN3,0.00014313511750069918,0.13661824757907348,0.00022416928455135958,healthy,aging,onek1k,MONO,1.41262141635702e-13,2.71516843663428e-13,12.566203223595654,Inconsistent
FOXO1,1.686124030635704e-05,0.1543843084890567,2.935839488636285e-05,healthy,aging,onek1k,MONO,2.75112117868405e-08,3.95306732471106e-08,7.4030657891223655,Inconsistent
FOXO3,0.003076559344912867,0.10653973193316572,0.004315931592863548,healthy,aging,onek1k,MONO,1.74764798485441e-08,2.6126454723076e-08,7.582919518656371,Inconsistent
FOXP1,1.274905947314375e-06,0.1735084566196247,2.8588800030685985e-06,healthy,aging,onek1k,MONO,8.50730696955689e-12,1.50788195388553e-11,10.82163265633283,Inconsistent
GATA3,0.9390193937742533,-0.0027614365657155117,0.9454072808067312,healthy,aging,onek1k,MONO,0.0015236135499799,0.0015605176844084,2.806731305372589,Decrease in aging
GFI1B,1.682071580284462e-05,0.15440319947743097,2.935839488636285e-05,healthy,aging,onek1k,MONO,3.84117760514295e-22,1.29203246718445e-21,20.888726572918422,Increase in aging
GMEB1,2.6598680644610594e-06,0.16827847925783784,5.664179475399091e-06,healthy,aging,onek1k,MONO,1.37101488017801e-21,4.1837155106463006e-21,20.378437854818866,Increase in aging
GPBP1,8.550111863556703e-08,0.19150720402524085,2.8759467177417996e-07,healthy,aging,onek1k,MONO,2.4292335491836903e-19,5.79881556901913e-19,18.236660703742043,Inconsistent
GPBP1L1,1.1531202686054817e-06,0.1742104467993028,2.605523660360478e-06,healthy,aging,onek1k,MONO,4.50682306310883e-20,1.13052510735611e-19,18.946719788148226,Increase in aging
GTF2B,4.474006494174647e-09,0.2093759230620262,3.485015584936041e-08,healthy,aging,onek1k,MONO,1.7827921262931002e-18,3.93810798046834e-18,17.404712379950407,Increase in aging
GTF2I,0.5987045883956255,-0.018994395830460822,0.6240019653700886,healthy,aging,onek1k,MONO,3.5806212530950704e-09,5.667721341797551e-09,8.246591510346706,Inconsistent
GTF3A,1.7898180300025656e-11,0.23911751654993532,6.622326711009493e-10,healthy,aging,onek1k,MONO,5.619758712319081e-19,1.3098020305877499e-18,17.88279434061941,Increase in aging
HBP1,4.278908764543524e-10,0.22253435753619763,7.450335260616959e-09,healthy,aging,onek1k,MONO,2.52972665004331e-13,4.70942822901144e-13,12.327031817299702,Inconsistent
HES1,6.640253967609551e-10,0.22013357189258342,9.359596068630606e-09,healthy,aging,onek1k,MONO,9.4489483026693e-16,1.9288887569587e-15,14.714692818303288,Inconsistent
HES4,6.4413086784268645e-09,0.2072544663822091,4.434017136777563e-08,healthy,aging,onek1k,MONO,1.92482500359264e-27,5.76282674098171e-26,25.239364437258256,Increase in aging
HHEX,2.406998673671259e-07,0.18482085897725614,6.510728202979766e-07,healthy,aging,onek1k,MONO,3.38423230710528e-24,2.05849787656548e-23,22.686449576660845,Increase in aging
HIC1,1.564972813526943e-07,0.18763125172996245,4.454153392345914e-07,healthy,aging,onek1k,MONO,8.32992629542984e-22,2.65124535854541e-21,20.576550078780855,Increase in aging
HIF1A,0.057626925033402776,0.06844904462096436,0.06823027923954889,healthy,aging,onek1k,MONO,5.46447328237217e-09,8.5581168866781e-09,8.067621786221723,Inconsistent
HIVEP1,8.834250255950891e-06,0.15938120497131977,1.6655656533512508e-05,healthy,aging,onek1k,MONO,1.07160101263457e-07,1.37910391191231e-07,6.86040300962551,Inconsistent
HIVEP3,1.276056014394757e-07,0.18894884887108113,3.8872844042296476e-07,healthy,aging,onek1k,MONO,2.8531310950582003e-15,5.745080300253241e-15,14.240703896703605,Inconsistent
HLX,0.16883428238217674,0.049636196841616013,0.1864736850191206,healthy,aging,onek1k,MONO,0.0001439914935663,0.0001538681664102,3.8128512215098134,Inconsistent
HMG20B,2.419527372728967e-07,0.18478670533230393,6.510728202979766e-07,healthy,aging,onek1k,MONO,9.91907836364542e-23,3.8632199942619003e-22,21.41305055989205,Increase in aging
HMGA1,0.0005639085094163007,0.12399345394768327,0.0008222508314641626,healthy,aging,onek1k,MONO,3.62080021085343e-05,4.02916113688953e-05,4.3947853636708,Inconsistent
HSF1,3.4030330824209005e-09,0.2109540896398647,3.059829700688745e-08,healthy,aging,onek1k,MONO,3.81950922568466e-23,1.5702426816703598e-22,21.80403322200769,Increase in aging
IKZF1,6.643422629246266e-07,0.17801700067591195,1.5987423563064186e-06,healthy,aging,onek1k,MONO,9.18040835391569e-23,3.62320116367872e-22,21.440907552840894,Increase in aging
IKZF3,0.45082121059972713,0.027213132632679847,0.478290603360284,healthy,aging,onek1k,MONO,0.0006419793360768,0.0006667574858903,3.176032099653686,Inconsistent
IRF1,1.367819707882404e-10,0.22864060331905273,2.8919616680942253e-09,healthy,aging,onek1k,MONO,3.79891111277401e-27,9.370647411509229e-26,25.028230402972103,Inconsistent
IRF2,2.0749560572219655e-08,0.20028796416425643,1.0055681890813214e-07,healthy,aging,onek1k,MONO,3.73527568306129e-25,3.76891951890001e-24,23.4237831363288,Increase in aging
IRF3,1.1580297902724201e-08,0.20379194671976458,6.467487130578044e-08,healthy,aging,onek1k,MONO,4.9369808913983e-21,1.391758422718e-20,19.856436141726515,Increase in aging
IRF5,2.247048778355774e-09,0.21332479693873263,2.2935394427355488e-08,healthy,aging,onek1k,MONO,1.77178208998216e-24,1.3111187465868e-23,22.88235797295373,Increase in aging
IRF7,3.0266754386363045e-11,0.2364588169878001,9.954399220403846e-10,healthy,aging,onek1k,MONO,3.50066221222905e-17,7.3489079065234e-17,16.133777194985207,Increase in aging
IRF8,0.0035836402835098986,0.10484590570625502,0.005003573226032689,healthy,aging,onek1k,MONO,6.43353114594694e-05,7.07927590780778e-05,4.150011161141504,Increase in aging
IRF9,1.2249193299724694e-08,0.20345727254994406,6.714372623552796e-08,healthy,aging,onek1k,MONO,2.5418649517077702e-23,1.10645886133162e-22,21.956064728712597,Increase in aging
JAZF1,1.0251416185602944e-08,0.20451644307348357,5.835421521035521e-08,healthy,aging,onek1k,MONO,4.713091000953649e-11,8.064016972729949e-11,10.093448566816804,Inconsistent
JDP2,0.22276321526911882,0.04398759412576502,0.2433133273788161,healthy,aging,onek1k,MONO,2.64542687078728e-10,4.42399069916968e-10,9.354185794746652,Inconsistent
JUN,0.21473047490141303,0.04476067857484328,0.2354082243363639,healthy,aging,onek1k,MONO,5.51765871613965e-07,6.55914449790095e-07,6.183152801488607,Inconsistent
JUNB,3.9198733050968914e-11,0.23513822252911057,1.054802271189709e-09,healthy,aging,onek1k,MONO,4.2002858037623e-20,1.07179706716693e-19,18.969887435681063,Inconsistent
JUND,0.026326683515435722,0.0800537511724036,0.03288058363109272,healthy,aging,onek1k,MONO,3.36649561863044e-08,4.79078222651255e-08,7.3195935703177,Inconsistent
KCMF1,3.648438708400934e-11,0.23550548595444937,1.054802271189709e-09,healthy,aging,onek1k,MONO,1.2239533655223e-24,9.28949221011795e-24,23.03200802512057,Increase in aging
KDM2A,0.3894289765684179,0.0310587699528775,0.41916718932455166,healthy,aging,onek1k,MONO,6.96053163924958e-07,8.20843571799951e-07,6.0857395985163185,Inconsistent
KDM2B,0.023994798253255064,0.08134161176814819,0.030095170690523303,healthy,aging,onek1k,MONO,0.0298211382002105,0.0298211382002105,1.52547578460411,Inconsistent
KIN,6.300852080603239e-06,0.16193434111198987,1.227008036749052e-05,healthy,aging,onek1k,MONO,1.47384529805134e-22,5.52225580029364e-22,21.257883479970758,Increase in aging
KLF10,0.035158759947095775,0.07592764117512525,0.04318254333751183,healthy,aging,onek1k,MONO,3.49354214233965e-08,4.9008932423343e-08,7.309724757754682,Inconsistent
KLF11,6.076891292615398e-08,0.19366173636737505,2.167180509173684e-07,healthy,aging,onek1k,MONO,2.8085046985737903e-21,8.07104262891108e-21,20.093070358867234,Increase in aging
KLF12,1.2115047248502035e-05,0.15695897799017014,2.186618283875977e-05,healthy,aging,onek1k,MONO,4.38480324529838e-20,1.10931774410968e-19,18.95494404019116,Increase in aging
KLF13,0.00044266014616020795,0.12630656805234966,0.0006486505112050572,healthy,aging,onek1k,MONO,2.93934633800252e-06,3.35925295771716e-06,5.4737572917807364,Inconsistent
KLF2,1.7504560823738756e-08,0.20131618869848972,9.090087726011705e-08,healthy,aging,onek1k,MONO,4.94145724369208e-26,7.08657756566923e-25,24.14956345497191,Increase in aging
KLF3,7.487367255959456e-09,0.20637188781888643,4.756923748208833e-08,healthy,aging,onek1k,MONO,5.02763948915722e-26,7.08657756566923e-25,24.14956345497191,Increase in aging
KLF4,0.0216244632591236,0.08276694144213194,0.027237621807236535,healthy,aging,onek1k,MONO,6.30005722662875e-08,8.36240779857448e-08,7.077668657599735,Inconsistent
KLF6,0.018531664998239047,0.084846606575643,0.023746202768306312,healthy,aging,onek1k,MONO,8.0316662895873e-09,1.25124906406202e-08,7.902656234366053,Inconsistent
KLF7,9.847545184858089e-09,0.2047547692587564,5.771773342149844e-08,healthy,aging,onek1k,MONO,2.2836859897714104e-15,4.6299387189886005e-15,14.334424757185335,Inconsistent
KLF9,1.4015966449056092e-09,0.21598780843140838,1.6069553178045284e-08,healthy,aging,onek1k,MONO,3.94563485337558e-15,7.838308165095121e-15,14.105777666123362,Inconsistent
KMT2A,1.3524163355233415e-05,0.15610654350224215,2.411537562138006e-05,healthy,aging,onek1k,MONO,1.52118232063376e-13,2.90496752843608e-13,12.536858717765853,Inconsistent
L3MBTL3,3.0662947117459427e-06,0.16724867718804098,6.483023104834279e-06,healthy,aging,onek1k,MONO,1.5948581388677401e-21,4.76846473843284e-21,20.32162142451338,Increase in aging
LCOR,2.6798388182982176e-12,0.24847146108985999,2.5643278949077607e-10,healthy,aging,onek1k,MONO,8.02182672358919e-18,1.7206237030307302e-17,16.764314098624343,Inconsistent
LEF1,0.9914978553758387,0.00038464260879794617,0.9914978553758387,healthy,aging,onek1k,MONO,0.0003136409255327,0.0003327516629307,3.477879765455625,Inconsistent
LYL1,1.0003072649824348e-07,0.19050857142895503,3.183773660589255e-07,healthy,aging,onek1k,MONO,2.0306862969875302e-25,2.14672551395824e-24,23.66822348206309,Increase in aging
MAF,5.060910632752334e-12,0.24538280420986203,2.9960590945893815e-10,healthy,aging,onek1k,MONO,4.20714417179036e-28,3.1132866871248697e-26,25.506780885451892,Increase in aging
MAFB,5.28781432196633e-10,0.22138120533145592,8.237858101589651e-09,healthy,aging,onek1k,MONO,1.08118110502468e-22,4.15622866347149e-22,21.381300566853064,Increase in aging
MAFF,0.029278799834142624,0.07855757700548391,0.036261609836427684,healthy,aging,onek1k,MONO,1.98003588960675e-07,2.44204426384833e-07,6.6122464684128985,Inconsistent
MAFG,0.020719845853722673,0.0833468960998349,0.026322207608162708,healthy,aging,onek1k,MONO,5.65871631413115e-07,6.69992011593128e-07,6.173930375421123,Inconsistent
MAX,0.08943201499965489,-0.061248173202777555,0.10260417224766608,healthy,aging,onek1k,MONO,2.4339118379293002e-11,4.1885924652736793e-11,10.37793189284785,Inconsistent
MAZ,0.0002889719744506428,0.13029002939628828,0.00043199850725954677,healthy,aging,onek1k,MONO,1.58115611425962e-07,1.97539309064676e-07,6.704346469601146,Inconsistent
MBD2,3.318720870704373e-07,0.18269573452725366,8.693286528570748e-07,healthy,aging,onek1k,MONO,6.2046155444763005e-22,2.01820461666482e-21,20.695034804707863,Increase in aging
MECP2,1.4637179161623737e-07,0.18806410119635847,4.2064126522724525e-07,healthy,aging,onek1k,MONO,2.79256470679274e-14,5.47416657755399e-14,13.261681991249645,Inconsistent
MEF2A,1.036750314380934e-05,0.1581582073794991,1.9179880816047277e-05,healthy,aging,onek1k,MONO,1.4758686913618e-10,2.49770727368442e-10,9.602458461427428,Inconsistent
MEF2C,4.077349413388684e-06,0.1651658569834027,8.266407029883907e-06,healthy,aging,onek1k,MONO,3.62742570307767e-19,8.521571492944361e-19,18.069480308076027,Inconsistent
MEF2D,3.41174415644436e-05,0.14875246708856912,5.673462192738936e-05,healthy,aging,onek1k,MONO,1.75985296330752e-10,2.95975271101719e-10,9.52874457297047,Inconsistent
